ndc,rxcui,atc_class,atc_class_name
64980-0130-09,197448,A16AA,Amino acids and derivatives
63323-0494-05,1099648,N03AG,Fatty acid derivatives
0781-3154-01,860605,B03AC,"Iron, parenteral preparations"
55150-0159-74,1737566,N01BB,Amides
42367-0540-32,1544758,M03CA,Dantrolene and derivatives
67457-0210-05,199388,J05AB,Nucleosides and nucleotides excl. reverse transcriptase inhibitors
0223-1721-01,198861,A02AH,Antacids with sodium bicarbonate
50458-0305-03,211489,N05AX,Other antipsychotics
67457-0182-10,1736546,C07AB,"Beta blocking agents, selective"
63323-0495-27,1737758,N01BB,Amides
50242-0062-01,1088255,L01EB,Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors
43068-0102-02,848738,N05AX,Other antipsychotics
43068-0106-02,848746,N05AX,Other antipsychotics
43068-0113-04,848752,N05AX,Other antipsychotics
0178-8500-20,539811,G01AF,Imidazole derivatives
0904-2272-60,198024,A11HA,Other plain vitamin preparations
0517-6110-25,237511,B05XA,Electrolyte solutions
0409-4090-01,237508,B05XA,Electrolyte solutions
64764-0720-30,1790892,N06AX,Other antidepressants
63833-0825-02,867381,B06AC,Drugs used in hereditary angioedema
0527-1394-01,311386,N05AH,"Diazepines, oxazepines, thiazepines and oxepines"
0944-4179-10,728491,B01AD,Enzymes
50268-0739-13,402019,G04BE,Drugs used in erectile dysfunction
49884-0032-01,313447,N06AF,"Monoamine oxidase inhibitors, non-selective"
0555-0635-09,197555,G03XA,Antigonadotropins and similar agents
51079-0902-20,311385,N05AH,"Diazepines, oxazepines, thiazepines and oxepines"
62756-0529-40,849501,H01BA,Vasopressin and analogues
70114-0101-01,2102705,L03AA,Colony stimulating factors
68084-0606-21,849515,H01BA,Vasopressin and analogues
63323-0011-15,239200,D06AX,Other antibiotics for topical use
55513-0023-04,731250,B03XA,Other antianemic preparations
63323-0086-50,1928570,B05XA,Electrolyte solutions
79802-0200-30,2564037,L04AA,Selective immunosuppressants
0378-1626-93,349435,J02AC,Triazole and tetrazole derivatives
0703-9514-01,313137,J01EC,Intermediate-acting sulfonamides
72205-0072-90,1490026,C01CA,Adrenergic and dopaminergic agents
60687-0156-25,1313885,N03AB,Hydantoin derivatives
0641-2555-45,1670353,N03AB,Hydantoin derivatives
66689-0063-10,1046924,A03CB,Belladonna and derivatives in combination with psycholeptics
43598-0579-30,1010600,N07BC,Drugs used in opioid dependence
63323-0229-30,1796676,V03AB,Antidotes
0409-1761-02,1724792,N01BB,Amides
49502-0902-30,865216,N04BD,Monoamine oxidase B inhibitors
49502-0901-01,865212,N04BD,Monoamine oxidase B inhibitors
60505-6226-02,1190655,S01FA,Anticholinergics
16729-0351-92,253113,L01AB,Alkyl sulfonates
0406-9100-76,245136,N02AB,Phenylpiperidine derivatives
60432-0741-15,197305,G01AD,Organic acids
50458-0290-01,833164,J02AC,Triazole and tetrazole derivatives
0781-6023-52,309322,J01FA,Macrolides
24208-0277-15,750139,S01XA,Other ophthalmologicals
67457-0480-40,1655956,L01BA,Folic acid analogues
0944-3053-02,1719225,B02BD,Blood coagulation factors
53436-0084-01,1716215,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia
42192-0605-10,238720,B02AA,Amino acids
0641-0410-12,1362831,B01AB,Heparin group
50458-0307-11,706827,N05AX,Other antipsychotics
0472-0242-60,106387,P03AC,"Pyrethrines, incl. synthetic compounds"
63323-0563-10,238720,B02AA,Amino acids
43598-0698-58,238014,G02AD,Prostaglandins
0555-0606-02,860215,G03AC,Progestogens
0517-2340-10,1741268,B03AB,"Iron trivalent, oral preparations"
0527-1791-01,859841,N05AB,Phenothiazines with piperazine structure
0527-1789-01,865123,N05AB,Phenothiazines with piperazine structure
60505-0798-00,854252,B01AB,Heparin group
0781-3207-95,1665005,J01DD,Third-generation cephalosporins
50102-0911-01,1005928,G03AD,Emergency contraceptives
68462-0209-01,1299897,C09AA,"ACE inhibitors, plain"
63323-0294-27,1866531,N01BB,Amides
55111-0688-52,705824,M05BA,Bisphosphonates
63323-0186-10,1807637,B05XA,Electrolyte solutions
0406-9960-01,198243,N05CD,Benzodiazepine derivatives
0781-2322-68,403810,A04AD,Other antiemetics
59762-3718-09,198318,N05CD,Benzodiazepine derivatives
0781-7227-64,1307056,N07BC,Drugs used in opioid dependence
0555-0211-10,1000405,G03DC,Estren derivatives
69097-0425-02,485436,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors
42702-0103-05,1234571,S01FB,Sympathomimetics excl. antiglaucoma preparations
61314-0342-02,1234579,S01FB,Sympathomimetics excl. antiglaucoma preparations
50425-0011-98,312564,D08AG,Iodine products
36000-0011-01,1665229,J01MA,Fluoroquinolones
67877-0454-30,311204,J02AC,Triazole and tetrazole derivatives
44567-0103-10,1721476,J01CA,Penicillins with extended spectrum
67546-0111-12,540617,P01AX,Other agents against amoebiasis and other protozoal diseases
51079-0435-20,860221,G03AC,Progestogens
55513-0710-01,993456,M05BX,Other drugs affecting bone structure and mineralization
59011-0750-04,904882,N02AE,Oripavine derivatives
13107-0068-01,541878,N06BA,Centrally acting sympathomimetics
0409-0212-02,1791859,C01CE,Phosphodiesterase inhibitors
67457-0533-16,1093280,L01CD,Taxanes
55150-0238-05,1116927,H02AB,Glucocorticoids
0703-0031-04,1743779,H02AB,Glucocorticoids
0409-2344-88,1812168,C01CA,Adrenergic and dopaminergic agents
0713-0166-12,1293639,N02CA,Ergot alkaloids
0781-5405-01,1293506,N02CA,Ergot alkaloids
64764-0750-30,1790890,N06AX,Other antidepressants
59572-0102-01,545206,L01BC,Pyrimidine analogues
0143-9210-10,992809,N01BA,Esters of aminobenzoic acid
69238-1605-08,996824,G02AB,Ergot alkaloids
0469-3016-01,108515,L04AD,Calcineurin inhibitors
10019-0956-16,1734919,L01AA,Nitrogen mustard analogues
50242-0070-01,1442698,L01FA,CD20 (Clusters of Differentiation 20) inhibitors
72626-2701-01,1799212,J05AP,Antivirals for treatment of HCV infections
51079-0425-20,199246,A10BB,Sulfonylureas
45802-0088-01,2123072,R03AC,Selective beta-2-adrenoreceptor agonists
63323-0272-05,859824,N05AB,Phenothiazines with piperazine structure
52609-3001-00,876399,L01AA,Nitrogen mustard analogues
0555-0872-02,1000135,G03DA,Pregnen (4) derivatives
0781-3409-95,789980,J01CA,Penicillins with extended spectrum
50268-0430-15,197817,M01AB,Acetic acid derivatives and related substances
67457-0445-60,312821,J04AB,Antibiotics
67457-0254-30,485246,L01BC,Pyrimidine analogues
69784-0231-20,237371,B05XA,Electrolyte solutions
63323-0642-20,1658236,B05XA,Electrolyte solutions
13533-0635-04,1809034,J06BA,"Immunoglobulins, normal human"
55513-0192-01,2549333,L03AA,Colony stimulating factors
0555-0779-02,1000114,G03DA,Pregnen (4) derivatives
55513-0954-01,1657705,L01FE,EGFR (Epidermal Growth Factor Receptor) inhibitors
16729-0276-68,1791701,L01BC,Pyrimidine analogues
24208-0790-62,310594,S01AA,Antibiotics
0173-0675-02,864679,P01BB,Biguanides
67457-0902-10,1654006,N01AX,Other general anesthetics
0904-6787-44,1052760,A06AD,Osmotically acting laxatives
24357-0701-15,1422080,D04AB,Anesthetics for topical use
11980-0779-05,207202,S01AE,Fluoroquinolones
68382-0144-06,845488,C09AA,"ACE inhibitors, plain"
0574-0240-01,200257,A10BX,"Other blood glucose lowering drugs, excl. insulins"
25021-0816-30,237788,V03AF,Detoxifying agents for antineoplastic treatment
63323-0103-65,309311,L01XA,Platinum compounds
68382-0080-01,314035,N05AD,Butyrophenone derivatives
39822-0151-01,903694,H03AA,Thyroid hormones
0703-3154-01,1726673,L01DC,Other cytotoxic antibiotics
68084-0204-01,197987,C02DC,Pyrimidine derivatives
24510-0100-10,854140,N02AX,Other opioids
63323-0665-01,857635,R03AC,Selective beta-2-adrenoreceptor agonists
63010-0010-30,212118,J05AE,Protease inhibitors
68084-0300-21,856656,M03CA,Dantrolene and derivatives
0832-7124-01,1099870,N03AG,Fatty acid derivatives
10147-0951-03,866103,N05AX,Other antipsychotics
33342-0111-07,242438,R03DC,Leukotriene receptor antagonists
43386-0330-01,198332,J01EA,Trimethoprim and derivatives
51079-0566-20,198274,N05AC,Phenothiazines with piperidine structure
0378-3980-93,672569,N05AX,Other antipsychotics
0409-2552-01,897653,N02AA,Natural opium alkaloids
17478-0064-12,206637,S01XA,Other ophthalmologicals
0378-1001-01,313362,N05AF,Thioxanthene derivatives
51079-0580-01,198270,N05AC,Phenothiazines with piperidine structure
0143-9503-01,307702,S01EC,Carbonic anhydrase inhibitors
69918-0901-10,849501,H01BA,Vasopressin and analogues
0310-0679-60,1942489,L01XK,Poly (ADP-ribose) polymerase (PARP) inhibitors
62559-0138-07,310878,C05AA,Corticosteroids
43598-0505-30,1490065,G03XC,Selective estrogen receptor modulators
16729-0089-10,200172,G04CB,Testosterone-5-alpha reductase inhibitors
69452-0241-20,905269,N04AA,Tertiary amines
67457-0855-02,1654169,C01EB,Other cardiac preparations
42571-0220-30,636664,N04BD,Monoamine oxidase B inhibitors
71287-0219-01,2387352,L01XL,Antineoplastic cell and gene therapy
0406-8891-01,541878,N06BA,Centrally acting sympathomimetics
0904-6759-20,996520,R05DA,Opium alkaloids and derivatives
51079-0573-20,198324,N05AB,Phenothiazines with piperazine structure
55390-0101-10,857635,R03AC,Selective beta-2-adrenoreceptor agonists
68585-0008-01,313773,A12CB,Zinc
0591-5442-05,198145,H02AB,Glucocorticoids
0527-1318-01,857677,R03AC,Selective beta-2-adrenoreceptor agonists
47335-0931-44,859437,M03AC,Other quaternary ammonium compounds
0173-0388-79,1797917,A07EA,Corticosteroids acting locally
47781-0357-03,1010604,N07BC,Drugs used in opioid dependence
59338-0775-10,1191357,B03AC,"Iron, parenteral preparations"
0703-9032-03,1723156,J01GB,Other aminoglycosides
23155-0486-01,897666,C08DA,Phenylalkylamine derivatives
60687-0556-32,1368954,A07EC,Aminosalicylic acid and similar agents
0409-1159-01,1725078,N01BB,Amides
0603-5448-21,861424,C01BC,"Antiarrhythmics, class Ic"
60505-0582-04,403818,J01MA,Fluoroquinolones
49884-0424-11,1011736,C09XA,Renin-inhibitors
55566-2300-00,849503,H01BA,Vasopressin and analogues
0456-2405-63,859983,N05AH,"Diazepines, oxazepines, thiazepines and oxepines"
55289-0121-30,1000139,G03DA,Pregnen (4) derivatives
0409-0801-01,105607,L01XX,Other antineoplastic agents
55150-0218-99,200349,B01AC,Platelet aggregation inhibitors excl. heparin
55150-0219-10,1736470,B01AC,Platelet aggregation inhibitors excl. heparin
0264-3143-11,1659283,J01DD,Third-generation cephalosporins
63323-0136-10,1726673,L01DC,Other cytotoxic antibiotics
63323-0128-20,1731338,L01AX,Other alkylating agents
50242-0064-01,1088253,L01EB,Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors
60505-0796-04,854245,B01AB,Heparin group
48818-0001-02,1796425,L01BA,Folic acid analogues
0998-0630-06,208591,S01CA,Corticosteroids and antiinfectives in combination
67457-0617-30,1720960,L01BC,Pyrimidine analogues
67253-0203-10,834040,J01CE,Beta-lactamase sensitive penicillins
63459-0601-06,1992547,L01XX,Other antineoplastic agents
0187-5200-30,284539,L01BC,Pyrimidine analogues
0310-0512-60,1986819,L01EL,Bruton's tyrosine kinase (BTK) inhibitors
42367-0520-25,1726097,L01AA,Nitrogen mustard analogues
50383-0801-16,992432,D04AA,Antihistamines for topical use
59148-0038-13,1658337,N05AX,Other antipsychotics
59148-0040-13,1658345,N05AX,Other antipsychotics
55111-0519-30,349591,N06BA,Centrally acting sympathomimetics
0173-0517-00,211199,B01AC,Platelet aggregation inhibitors excl. heparin
0597-0197-05,1716200,V03AB,Antidotes
0904-6636-61,993687,N06AX,Other antidepressants
0270-0556-15,208236,V04CC,Tests for bile duct patency
25021-0246-02,1660009,L01AC,Ethylene imines
68084-0093-01,197444,N04BA,Dopa and dopa derivatives
0409-1746-30,1867614,N01BB,Amides
51079-0565-20,313354,N05AC,Phenothiazines with piperidine structure
51079-0498-20,282401,N03AX,Other antiepileptics
68180-0166-13,313570,A07AA,Antibiotics
76045-0005-10,998213,N02AA,Natural opium alkaloids
52268-0012-01,1001690,A06AD,Osmotically acting laxatives
55111-0679-02,861363,B01AX,Other antithrombotic agents
0409-9094-25,1735007,N01AH,Opioid anesthetics
68084-0135-21,351254,M03BX,Other centrally acting agents
17478-0504-01,1737850,V03AB,Antidotes
15054-0043-01,1719777,L01CE,Topoisomerase 1 (TOP1) inhibitors
64764-0119-01,858071,M04AC,Preparations with no effect on uric acid metabolism
61958-1701-01,1544471,L01EM,Phosphatidylinositol-3-kinase (Pi3K) inhibitors
66733-0948-23,1657660,L01FE,EGFR (Epidermal Growth Factor Receptor) inhibitors
63323-0637-10,829926,L01XX,Other antineoplastic agents
24208-0580-60,310467,D06AX,Other antibiotics for topical use
59572-0205-14,213360,L04AX,Other immunosuppressants
63948-0168-43,1368932,A11HA,Other plain vitamin preparations
33342-0026-07,198382,J05AB,Nucleosides and nucleotides excl. reverse transcriptase inhibitors
42702-0102-15,1234579,S01FB,Sympathomimetics excl. antiglaucoma preparations
17478-0201-15,1234579,S01FB,Sympathomimetics excl. antiglaucoma preparations
44567-0246-25,1665107,J01DC,Second-generation cephalosporins
63323-0597-10,1731350,V03AC,Iron chelating agents
61570-0047-10,314124,B05CA,Antiinfectives
0713-0223-15,1191302,D07AC,"Corticosteroids, potent (group III)"
64193-0424-02,1660001,B02BD,Blood coagulation factors
64193-0426-02,1660001,B02BD,Blood coagulation factors
39822-2010-01,884225,C02AC,Imidazoline receptor agonists
13668-0568-30,402019,G04BE,Drugs used in erectile dysfunction
44206-0436-05,1809521,B06AA,Enzymes
50268-0050-15,998689,C07AB,"Beta blocking agents, selective"
16729-0151-31,1799416,L01CE,Topoisomerase 1 (TOP1) inhibitors
51991-0203-11,404280,B03AB,"Iron trivalent, oral preparations"
0409-6609-02,208312,B05XA,Electrolyte solutions
43598-0650-11,1660009,L01AC,Ethylene imines
50633-0210-11,1242136,V03AF,Detoxifying agents for antineoplastic treatment
51672-1272-02,1053697,D07CB,"Corticosteroids, moderately potent, combinations with antibiotics"
0187-0659-20,801965,N05BA,Benzodiazepine derivatives
17478-0307-03,706872,J01FA,Macrolides
47335-0930-74,700885,L01AX,Other alkylating agents
55513-0800-60,1649491,C01EB,Other cardiac preparations
59572-0205-94,213360,L04AX,Other immunosuppressants
61703-0305-38,1731355,L01BC,Pyrimidine analogues
65162-0734-03,198358,N03AX,Other antiepileptics
65862-0107-01,198352,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors
68084-0041-01,317128,A02BB,Prostaglandins
0121-4827-40,1049604,N02AA,Natural opium alkaloids
50458-0295-15,152854,J02AC,Triazole and tetrazole derivatives
69853-0102-01,2108130,V03AB,Antidotes
0409-4888-12,1807637,B05XA,Electrolyte solutions
16729-0115-05,1740894,L01DC,Other cytotoxic antibiotics
50242-0051-10,1657864,L01FA,CD20 (Clusters of Differentiation 20) inhibitors
70069-0013-25,238212,D11AA,Antihidrotics
0378-8712-73,307730,J05AB,Nucleosides and nucleotides excl. reverse transcriptase inhibitors
51803-0001-01,1111703,R05CA,Expectorants
61314-0238-05,978573,C07AA,"Beta blocking agents, non-selective"
12496-1212-03,1307063,N07BC,Drugs used in opioid dependence
16729-0022-10,312441,A10BG,Thiazolidinediones
62856-0582-52,824299,N03AF,Carboxamide derivatives
16729-0108-11,1740900,L01DC,Other cytotoxic antibiotics
42388-0013-14,1364581,L01EX,Other protein kinase inhibitors
59148-0019-71,1659814,N05AX,Other antipsychotics
0378-6333-80,835726,N07BB,Drugs used in alcohol dependence
63323-0140-10,240754,L01BB,Purine analogues
58468-4663-01,1726268,A16AB,Enzymes
50484-0810-15,213197,A01AD,Other agents for local oral treatment
63323-0468-37,1867620,N01BB,Amides
59762-0055-01,1000135,G03DA,Pregnen (4) derivatives
63323-0113-10,861604,P01CX,Other agents against leishmaniasis and trypanosomiasis
0338-0351-04,206535,B05BC,Solutions producing osmotic diuresis
63323-0117-20,1791736,L01BC,Pyrimidine analogues
23155-0142-01,434018,A01AB,Antiinfectives and antiseptics for local oral treatment
43386-0480-24,994521,M03BC,"Ethers, chemically close to antihistamines"
59385-0025-60,1716075,N02AE,Oripavine derivatives
68084-0205-01,197986,C02DC,Pyrimidine derivatives
68180-0819-42,477347,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia
68094-0008-59,308976,N03AF,Carboxamide derivatives
55111-0143-30,197701,J02AC,Triazole and tetrazole derivatives
67457-0177-50,208361,G04BX,Other urologicals
55513-0207-01,2046145,L01FG,VEGF/VEGFR (Vascular Endothelial Growth Factor / -Receptor) inhibitors
57896-0635-06,2603520,A02AC,Calcium compounds
55513-0222-01,1728099,B02BX,Other systemic hemostatics
0409-8183-01,1871155,B05XA,Electrolyte solutions
51991-0144-17,996828,G02AB,Ergot alkaloids
76125-0900-10,1809441,B06AA,Enzymes
70710-1233-04,238920,A07EA,Corticosteroids acting locally
63323-0496-97,1737764,N01BB,Amides
68084-0458-21,314142,A10BX,"Other blood glucose lowering drugs, excl. insulins"
63323-0285-65,1734348,N01BB,Amides
68462-0228-01,311265,N03AX,Other antiepileptics
31722-0505-60,199422,J05AG,Non-nucleoside reverse transcriptase inhibitors
0781-6135-95,863538,J01CE,Beta-lactamase sensitive penicillins
61314-0396-01,1298066,S01FA,Anticholinergics
43598-0305-62,485246,L01BC,Pyrimidine analogues
61570-0112-01,104385,C09AA,"ACE inhibitors, plain"
43598-0582-30,1010604,N07BC,Drugs used in opioid dependence
0338-0322-01,1367420,B02BC,Local hemostatics
67457-0163-02,543739,C05BB,Sclerosing agents for local injection
50242-0087-01,1658091,L01FD,HER2 (Human Epidermal Growth Factor Receptor 2) inhibitors
89141-0123-01,644304,L02BA,Anti-estrogens
43975-0254-14,317160,L01AX,Other alkylating agents
76310-0024-15,855613,J05AD,Phosphonic acid derivatives
0591-0371-01,311385,N05AH,"Diazepines, oxazepines, thiazepines and oxepines"
69367-0160-04,312899,N02BA,Salicylic acid and derivatives
68180-0150-01,310274,A02BA,H2-receptor antagonists
63323-0763-50,312199,L01CD,Taxanes
50242-0145-01,1298953,L01FD,HER2 (Human Epidermal Growth Factor Receptor 2) inhibitors
16729-0184-01,197770,C03AA,"Thiazides, plain"
69238-1204-02,1432969,N02AE,Oripavine derivatives
0713-0224-60,1191256,D07AC,"Corticosteroids, potent (group III)"
42292-0036-03,349401,C09CA,"Angiotensin II receptor blockers (ARBs), plain"
0904-2015-59,212033,A01AD,Other agents for local oral treatment
50242-0060-01,1657068,L01FG,VEGF/VEGFR (Vascular Endothelial Growth Factor / -Receptor) inhibitors
0955-1722-50,310023,H05BX,Other anti-parathyroid agents
61874-0160-30,1667678,N05AX,Other antipsychotics
61874-0115-20,1667666,N05AX,Other antipsychotics
0574-4021-35,213621,D06AX,Other antibiotics for topical use
0703-2914-03,859437,M03AC,Other quaternary ammonium compounds
0591-5714-01,197366,N06AA,Non-selective monoamine reuptake inhibitors
0121-1724-30,308976,N03AF,Carboxamide derivatives
24208-0276-15,750137,S01XA,Other ophthalmologicals
0555-9018-58,762333,G03AA,"Progestogens and estrogens, fixed combinations"
49884-0038-01,861402,C04AX,Other peripheral vasodilators
49938-0102-01,197558,J04BA,Drugs for treatment of lepra
